Station_ID,Station_Name,Operator,State,City,Address,Latitude,Longitude,Charger_Type,Power_kW,Available_Chargers,Charging_Cost_per_Unit,Estimated_Waiting_Time_Min,Status,Route_Name,Route_Order,Has_Food_Court,Has_Cafe,Has_Washroom,Review_Rating,Review_Count,Division,Data_Source
EV1015,Daund EV Charging Station 1015,Magenta ChargeGrid,Maharashtra,Daund,"Sector 24, Daund",18.444535,74.582965,CHAdeMO,150,8,17.21,26.0,Available,,,False,False,True,3.8,24,Pune,SYNTHETIC_ADDED
EV1016,Junnar EV Charging Station 1016,Jio-bp,Maharashtra,Junnar,"MIDC Area 18, Junnar",19.201246,73.86617,CCS2,90,1,12.13,36.0,Busy,,,False,False,False,4.9,23,Pune,SYNTHETIC_ADDED
EV1017,Satara EV Charging Station 1017,ChargeZone,Maharashtra,Satara,"Station Rd 23, Satara",17.705089,74.042502,DC Fast,15,6,19.03,6.0,Maintenance,,,True,False,True,3.3,222,Pune,SYNTHETIC_ADDED
EV1018,Karad EV Charging Station 1018,Jio-bp,Maharashtra,Karad,"Highway Rd 10, Karad",17.275608,74.166244,Type 2,15,7,9.66,33.0,Busy,,,True,False,True,4.9,250,Pune,SYNTHETIC_ADDED
EV1019,Phaltan EV Charging Station 1019,Statiq,Maharashtra,Phaltan,"Sector 13, Phaltan",17.977195,74.441461,CHAdeMO,22,8,12.78,9.0,Maintenance,,,False,True,False,4.6,49,Pune,SYNTHETIC_ADDED
EV1020,Wai EV Charging Station 1020,Tata Power,Maharashtra,Wai,"Sector 16, Wai",17.971128,73.865328,DC Fast,90,6,20.3,0.0,Available,,,False,False,False,4.9,85,Pune,SYNTHETIC_ADDED
EV1021,Mahabaleshwar EV Charging Station 1021,Statiq,Maharashtra,Mahabaleshwar,"Highway Rd 10, Mahabaleshwar",17.926952,73.643562,Type 2,120,1,17.86,14.0,Busy,,,False,False,False,3.2,29,Pune,SYNTHETIC_ADDED
EV1022,Sangli EV Charging Station 1022,Statiq,Maharashtra,Sangli,"Highway Rd 2, Sangli",16.845503,74.591465,CCS2,90,7,10.33,2.0,Maintenance,,,True,True,False,4.8,166,Pune,SYNTHETIC_ADDED
EV1023,Miraj EV Charging Station 1023,ChargeZone,Maharashtra,Miraj,"MIDC Area 13, Miraj",16.834153,74.626291,DC Fast,90,6,11.2,27.0,Available,,,False,True,True,4.2,98,Pune,SYNTHETIC_ADDED
EV1024,Islampur EV Charging Station 1024,Tata Power,Maharashtra,Islampur,"Market Yard 14, Islampur",17.035871,74.258458,CHAdeMO,15,8,19.21,27.0,Busy,,,False,True,False,3.1,158,Pune,SYNTHETIC_ADDED
EV1025,Vita EV Charging Station 1025,ChargeZone,Maharashtra,Vita,"MIDC Area 3, Vita",17.439372,74.53916,CCS2,150,5,11.64,0.0,Available,,,False,False,True,3.3,232,Pune,SYNTHETIC_ADDED
EV1026,Kolhapur EV Charging Station 1026,Zeon Charging,Maharashtra,Kolhapur,"Market Yard 22, Kolhapur",16.710733,74.256534,AC,120,3,9.66,32.0,Maintenance,,,False,True,True,4.4,33,Pune,SYNTHETIC_ADDED
EV1027,Ichalkaranji EV Charging Station 1027,Tata Power,Maharashtra,Ichalkaranji,"Sector 13, Ichalkaranji",16.708864,74.43337,CCS2,15,5,13.03,7.0,Maintenance,,,True,False,False,3.7,157,Pune,SYNTHETIC_ADDED
EV1028,Gadhinglaj EV Charging Station 1028,ChargeZone,Maharashtra,Gadhinglaj,"MIDC Area 9, Gadhinglaj",16.244064,74.358324,Type 2,120,6,9.18,9.0,Busy,,,False,True,False,3.7,163,Pune,SYNTHETIC_ADDED
EV1029,Kagal EV Charging Station 1029,Ather Grid,Maharashtra,Kagal,"MIDC Area 8, Kagal",16.605008,74.288164,DC Fast,60,5,10.18,27.0,Maintenance,,,False,False,True,3.2,241,Pune,SYNTHETIC_ADDED
EV1030,Solapur EV Charging Station 1030,Jio-bp,Maharashtra,Solapur,"Market Yard 24, Solapur",17.68097,75.91945,Type 2,120,3,17.38,23.0,Available,,,False,True,True,3.8,225,Pune,SYNTHETIC_ADDED
EV1031,Pandharpur EV Charging Station 1031,Statiq,Maharashtra,Pandharpur,"MIDC Area 1, Pandharpur",17.678186,75.360684,CCS2,7,3,19.79,37.0,Available,,,True,False,False,4.0,221,Pune,SYNTHETIC_ADDED
EV1032,Barshi EV Charging Station 1032,ChargeZone,Maharashtra,Barshi,"Station Rd 5, Barshi",18.207757,75.707355,Type 2,22,5,14.85,35.0,Busy,,,True,False,False,3.5,53,Pune,SYNTHETIC_ADDED
EV1033,Akkalkot EV Charging Station 1033,MSEDCL Public Charging,Maharashtra,Akkalkot,"MIDC Area 13, Akkalkot",17.493901,76.23127,DC Fast,90,4,14.86,0.0,Available,,,True,True,False,3.5,10,Pune,SYNTHETIC_ADDED
EV1034,Nashik EV Charging Station 1034,Ather Grid,Maharashtra,Nashik,"Station Rd 9, Nashik",20.015339,73.817753,AC,60,1,21.48,39.0,Available,Pune-Nashik,3,False,False,True,4.5,196,Nashik,SYNTHETIC_ADDED
EV1035,Ozar EV Charging Station 1035,Magenta ChargeGrid,Maharashtra,Ozar,"Market Yard 17, Ozar",20.09974,73.914168,CCS2,22,6,14.55,19.0,Available,,,True,True,True,3.4,186,Nashik,SYNTHETIC_ADDED
EV1036,Igatpuri EV Charging Station 1036,MSEDCL Public Charging,Maharashtra,Igatpuri,"Highway Rd 9, Igatpuri",19.689421,73.573579,CCS2,15,3,20.46,19.0,Maintenance,,,False,False,True,4.7,31,Nashik,SYNTHETIC_ADDED
EV1037,Sinnar EV Charging Station 1037,MSEDCL Public Charging,Maharashtra,Sinnar,"Sector 23, Sinnar",19.83305,73.96312,Type 2,15,6,9.87,22.0,Maintenance,,,False,False,True,5.0,49,Nashik,SYNTHETIC_ADDED
EV1038,Malegaon EV Charging Station 1038,Zeon Charging,Maharashtra,Malegaon,"MIDC Area 4, Malegaon",20.572794,74.530119,CCS2,7,1,14.35,17.0,Maintenance,,,False,False,True,3.7,204,Nashik,SYNTHETIC_ADDED
EV1039,Manmad EV Charging Station 1039,Magenta ChargeGrid,Maharashtra,Manmad,"Highway Rd 25, Manmad",20.235879,74.445956,DC Fast,22,1,17.05,7.0,Maintenance,,,True,False,False,3.4,239,Nashik,SYNTHETIC_ADDED
EV1040,Dhule EV Charging Station 1040,Statiq,Maharashtra,Dhule,"Sector 3, Dhule",20.911248,74.748531,CCS2,60,1,18.2,40.0,Available,,,False,False,True,3.4,175,Nashik,SYNTHETIC_ADDED
EV1041,Shirpur EV Charging Station 1041,Zeon Charging,Maharashtra,Shirpur,"Sector 14, Shirpur",21.332637,74.876481,DC Fast,22,2,11.12,13.0,Busy,,,True,False,True,3.5,104,Nashik,SYNTHETIC_ADDED
EV1042,Nandurbar EV Charging Station 1042,Magenta ChargeGrid,Maharashtra,Nandurbar,"Sector 28, Nandurbar",21.361501,74.255511,AC,15,7,14.36,14.0,Maintenance,,,False,True,True,3.9,100,Nashik,SYNTHETIC_ADDED
EV1043,Shahada EV Charging Station 1043,Statiq,Maharashtra,Shahada,"Station Rd 17, Shahada",21.529089,74.481413,CHAdeMO,22,4,18.32,28.0,Available,,,False,False,True,3.7,147,Nashik,SYNTHETIC_ADDED
EV1044,Jalgaon EV Charging Station 1044,Ather Grid,Maharashtra,Jalgaon,"Market Yard 11, Jalgaon",21.028545,75.57204,DC Fast,22,6,19.99,3.0,Maintenance,,,False,False,True,3.8,218,Nashik,SYNTHETIC_ADDED
EV1045,Bhusawal EV Charging Station 1045,Ather Grid,Maharashtra,Bhusawal,"Station Rd 3, Bhusawal",21.032617,75.769667,AC,120,4,17.57,21.0,Available,,,True,False,False,3.3,156,Nashik,SYNTHETIC_ADDED
EV1046,Chalisgaon EV Charging Station 1046,Statiq,Maharashtra,Chalisgaon,"Sector 29, Chalisgaon",20.492454,75.019806,Type 2,60,1,15.2,28.0,Busy,,,False,True,True,4.9,94,Nashik,SYNTHETIC_ADDED
EV1047,Amalner EV Charging Station 1047,Jio-bp,Maharashtra,Amalner,"Highway Rd 9, Amalner",21.056881,75.04495,DC Fast,7,3,10.25,35.0,Busy,,,True,False,True,3.7,241,Nashik,SYNTHETIC_ADDED
EV1048,Ahmednagar EV Charging Station 1048,Magenta ChargeGrid,Maharashtra,Ahmednagar,"Highway Rd 18, Ahmednagar",19.094503,74.739814,CHAdeMO,22,5,9.62,16.0,Maintenance,,,True,False,True,4.6,236,Nashik,SYNTHETIC_ADDED
EV1049,Shirdi EV Charging Station 1049,ChargeZone,Maharashtra,Shirdi,"Sector 2, Shirdi",19.781876,74.49377,AC,7,7,20.2,27.0,Available,,,False,False,True,4.9,151,Nashik,SYNTHETIC_ADDED
EV1050,Sangamner EV Charging Station 1050,Statiq,Maharashtra,Sangamner,"MIDC Area 19, Sangamner",19.590131,74.222529,CCS2,30,7,18.8,0.0,Available,,,False,False,False,3.8,118,Nashik,SYNTHETIC_ADDED
EV1051,Kopargaon EV Charging Station 1051,Magenta ChargeGrid,Maharashtra,Kopargaon,"Highway Rd 24, Kopargaon",19.856697,74.51269,Type 2,30,6,14.75,9.0,Busy,,,False,True,False,3.7,59,Nashik,SYNTHETIC_ADDED
EV1052,Shrirampur EV Charging Station 1052,Tata Power,Maharashtra,Shrirampur,"MIDC Area 29, Shrirampur",19.603705,74.662026,Type 2,22,4,15.99,38.0,Maintenance,,,False,True,True,4.1,212,Nashik,SYNTHETIC_ADDED
EV1053,Chhatrapati Sambhajinagar EV Charging Station 1053,Zeon Charging,Maharashtra,Chhatrapati Sambhajinagar,"Sector 5, Chhatrapati Sambhajinagar",19.882254,75.328923,Type 2,150,8,12.42,0.0,Available,Nashik-Aurangabad,2,False,False,False,4.2,21,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
EV1054,Paithan EV Charging Station 1054,ChargeZone,Maharashtra,Paithan,"Market Yard 13, Paithan",19.499575,75.39214,CHAdeMO,22,6,11.57,5.0,Maintenance,,,False,False,True,3.6,19,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
EV1055,Vaijapur EV Charging Station 1055,ChargeZone,Maharashtra,Vaijapur,"Sector 16, Vaijapur",19.905126,74.75235,Type 2,7,4,14.59,17.0,Available,,,True,False,False,4.6,230,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
EV1056,Kannad EV Charging Station 1056,Statiq,Maharashtra,Kannad,"Market Yard 3, Kannad",20.288516,75.107705,CCS2,30,6,18.37,5.0,Maintenance,,,True,True,True,4.0,59,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
EV1057,Jalna EV Charging Station 1057,Statiq,Maharashtra,Jalna,"Highway Rd 22, Jalna",19.853728,75.910734,Type 2,30,6,11.96,31.0,Busy,,,True,False,False,4.3,237,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
EV1058,Ambad EV Charging Station 1058,Zeon Charging,Maharashtra,Ambad,"Highway Rd 20, Ambad",19.595,75.785578,CCS2,60,5,12.4,30.0,Maintenance,,,False,False,True,4.8,62,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
EV1059,Parbhani EV Charging Station 1059,MSEDCL Public Charging,Maharashtra,Parbhani,"Station Rd 17, Parbhani",19.260961,76.770867,Type 2,30,2,17.59,25.0,Maintenance,,,True,False,True,3.9,182,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
EV1060,Gangakhed EV Charging Station 1060,Statiq,Maharashtra,Gangakhed,"Highway Rd 30, Gangakhed",18.968038,76.728886,AC,120,7,19.17,19.0,Busy,,,True,False,True,4.5,154,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
EV1061,Hingoli EV Charging Station 1061,Tata Power,Maharashtra,Hingoli,"Highway Rd 26, Hingoli",19.725117,77.137872,Type 2,15,1,16.43,11.0,Available,,,False,False,False,4.1,163,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
EV1062,Kalamnuri EV Charging Station 1062,Statiq,Maharashtra,Kalamnuri,"Highway Rd 11, Kalamnuri",19.897009,77.31246,DC Fast,60,3,13.7,16.0,Available,,,True,True,True,3.1,245,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
EV1063,Beed EV Charging Station 1063,Ather Grid,Maharashtra,Beed,"MIDC Area 23, Beed",18.965266,75.78777,AC,22,1,13.22,18.0,Available,,,True,True,True,3.4,203,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
EV1064,Georai EV Charging Station 1064,Jio-bp,Maharashtra,Georai,"Market Yard 4, Georai",19.253755,75.754294,AC,22,3,15.2,25.0,Busy,,,False,True,False,3.9,42,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
EV1065,Ambajogai EV Charging Station 1065,Tata Power,Maharashtra,Ambajogai,"Station Rd 26, Ambajogai",18.742662,76.387026,Type 2,15,8,14.11,10.0,Busy,,,True,False,True,4.3,110,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
EV1066,Nanded EV Charging Station 1066,Statiq,Maharashtra,Nanded,"Station Rd 23, Nanded",19.108811,77.318914,AC,120,7,9.71,9.0,Available,,,True,False,False,4.7,66,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
EV1067,Deglur EV Charging Station 1067,Kazam,Maharashtra,Deglur,"Station Rd 8, Deglur",18.546637,77.568052,Type 2,7,6,19.7,30.0,Busy,,,True,False,True,4.8,104,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
EV1068,Kandhar EV Charging Station 1068,ChargeZone,Maharashtra,Kandhar,"Sector 2, Kandhar",18.829982,77.130314,AC,120,7,19.07,2.0,Busy,,,False,False,True,3.1,244,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
EV1069,Latur EV Charging Station 1069,MSEDCL Public Charging,Maharashtra,Latur,"Station Rd 25, Latur",18.434815,76.586239,AC,7,1,17.36,23.0,Busy,,,False,True,False,4.6,144,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
EV1070,Udgir EV Charging Station 1070,Statiq,Maharashtra,Udgir,"Station Rd 15, Udgir",18.399496,77.097864,CHAdeMO,15,8,19.3,20.0,Busy,,,True,False,True,4.3,193,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
EV1071,Ausa EV Charging Station 1071,Kazam,Maharashtra,Ausa,"Highway Rd 23, Ausa",18.220952,76.473051,CCS2,150,1,19.17,34.0,Busy,,,False,False,True,3.7,247,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
EV1072,Osmanabad EV Charging Station 1072,ChargeZone,Maharashtra,Osmanabad,"MIDC Area 6, Osmanabad",18.209574,76.043713,Type 2,22,7,16.82,15.0,Available,,,False,False,False,3.8,73,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
EV1073,Tuljapur EV Charging Station 1073,Jio-bp,Maharashtra,Tuljapur,"MIDC Area 16, Tuljapur",18.035746,76.087675,Type 2,30,7,8.96,28.0,Maintenance,,,True,False,True,4.2,54,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
EV1074,Pune EV Charging Station 1074,Statiq,Maharashtra,Pune,"Market Yard 14, Pune",18.493469,73.832127,Type 2,60,1,12.51,12.0,Maintenance,Pune-Nagpur,1,False,False,True,3.6,225,Pune,SYNTHETIC_ADDED
EV1075,Pimpri-Chinchwad EV Charging Station 1075,Kazam,Maharashtra,Pimpri-Chinchwad,"Market Yard 16, Pimpri-Chinchwad",18.610694,73.80104,DC Fast,120,2,21.42,10.0,Available,,,False,False,False,4.4,230,Pune,SYNTHETIC_ADDED
EV1076,Hinjawadi EV Charging Station 1076,Jio-bp,Maharashtra,Hinjawadi,"Sector 7, Hinjawadi",18.608008,73.735758,DC Fast,7,3,17.51,23.0,Maintenance,,,True,False,True,3.3,116,Pune,SYNTHETIC_ADDED
EV1077,Wakad EV Charging Station 1077,Jio-bp,Maharashtra,Wakad,"Station Rd 3, Wakad",18.61883,73.783561,Type 2,30,3,20.03,15.0,Available,,,False,False,False,3.2,206,Pune,SYNTHETIC_ADDED
EV1078,Hadapsar EV Charging Station 1078,Statiq,Maharashtra,Hadapsar,"MIDC Area 22, Hadapsar",18.52132,73.909442,AC,7,4,20.5,34.0,Maintenance,,,False,True,True,3.2,248,Pune,SYNTHETIC_ADDED
EV1079,Baner EV Charging Station 1079,Zeon Charging,Maharashtra,Baner,"Market Yard 18, Baner",18.545326,73.816531,AC,150,3,18.95,34.0,Busy,,,False,False,False,4.9,136,Pune,SYNTHETIC_ADDED
EV1080,Chakan EV Charging Station 1080,Jio-bp,Maharashtra,Chakan,"Station Rd 15, Chakan",18.743272,73.864036,CHAdeMO,90,6,19.0,28.0,Maintenance,,,False,False,False,4.8,47,Pune,SYNTHETIC_ADDED
EV1081,Talegaon EV Charging Station 1081,Magenta ChargeGrid,Maharashtra,Talegaon,"Highway Rd 4, Talegaon",18.728485,73.660262,Type 2,120,8,13.4,13.0,Busy,,,False,False,True,3.9,146,Pune,SYNTHETIC_ADDED
EV1082,Lonavala EV Charging Station 1082,Kazam,Maharashtra,Lonavala,"Station Rd 13, Lonavala",18.779311,73.389337,CHAdeMO,120,2,14.09,17.0,Busy,,,False,False,True,3.8,21,Pune,SYNTHETIC_ADDED
EV1083,Saswad EV Charging Station 1083,MSEDCL Public Charging,Maharashtra,Saswad,"Station Rd 23, Saswad",18.328678,74.034426,CHAdeMO,22,5,12.3,9.0,Available,,,False,False,False,4.3,223,Pune,SYNTHETIC_ADDED
EV1084,Baramati EV Charging Station 1084,ChargeZone,Maharashtra,Baramati,"Highway Rd 4, Baramati",18.180954,74.601896,CCS2,22,5,17.26,40.0,Maintenance,,,False,True,False,3.1,148,Pune,SYNTHETIC_ADDED
EV1085,Daund EV Charging Station 1085,Statiq,Maharashtra,Daund,"Station Rd 30, Daund",18.491873,74.58962,CCS2,7,3,20.66,37.0,Maintenance,,,False,False,False,3.4,222,Pune,SYNTHETIC_ADDED
EV1086,Junnar EV Charging Station 1086,Ather Grid,Maharashtra,Junnar,"MIDC Area 10, Junnar",19.209739,73.877501,CHAdeMO,60,4,17.25,13.0,Available,,,True,False,False,3.5,189,Pune,SYNTHETIC_ADDED
EV1087,Satara EV Charging Station 1087,Zeon Charging,Maharashtra,Satara,"Station Rd 29, Satara",17.709413,74.033749,Type 2,15,1,12.46,21.0,Busy,,,False,False,True,3.3,120,Pune,SYNTHETIC_ADDED
EV1088,Karad EV Charging Station 1088,MSEDCL Public Charging,Maharashtra,Karad,"MIDC Area 30, Karad",17.277763,74.156448,CCS2,15,8,11.03,9.0,Available,,,True,False,False,4.9,150,Pune,SYNTHETIC_ADDED
EV1089,Phaltan EV Charging Station 1089,Jio-bp,Maharashtra,Phaltan,"Market Yard 6, Phaltan",18.018806,74.406532,Type 2,30,2,19.5,9.0,Busy,,,False,False,False,3.5,237,Pune,SYNTHETIC_ADDED
EV1090,Wai EV Charging Station 1090,Ather Grid,Maharashtra,Wai,"Station Rd 18, Wai",17.953301,73.881925,AC,120,5,19.51,0.0,Busy,,,True,False,True,4.7,190,Pune,SYNTHETIC_ADDED
EV1091,Mahabaleshwar EV Charging Station 1091,Magenta ChargeGrid,Maharashtra,Mahabaleshwar,"Sector 21, Mahabaleshwar",17.956707,73.668458,Type 2,90,2,18.09,6.0,Busy,,,True,False,True,3.7,113,Pune,SYNTHETIC_ADDED
EV1092,Sangli EV Charging Station 1092,Zeon Charging,Maharashtra,Sangli,"Sector 19, Sangli",16.828864,74.602063,CHAdeMO,7,1,16.0,12.0,Available,,,False,False,True,4.4,224,Pune,SYNTHETIC_ADDED
EV1093,Miraj EV Charging Station 1093,Zeon Charging,Maharashtra,Miraj,"Sector 4, Miraj",16.811832,74.662504,Type 2,22,3,15.08,6.0,Available,,,True,False,True,4.5,183,Pune,SYNTHETIC_ADDED
EV1094,Islampur EV Charging Station 1094,Ather Grid,Maharashtra,Islampur,"Station Rd 9, Islampur",17.031662,74.268395,CHAdeMO,60,7,19.66,16.0,Available,,,False,True,False,4.9,140,Pune,SYNTHETIC_ADDED
EV1095,Vita EV Charging Station 1095,Jio-bp,Maharashtra,Vita,"Sector 14, Vita",17.425044,74.503414,Type 2,120,7,15.46,31.0,Busy,,,False,False,True,4.3,64,Pune,SYNTHETIC_ADDED
EV1096,Kolhapur EV Charging Station 1096,Ather Grid,Maharashtra,Kolhapur,"MIDC Area 5, Kolhapur",16.725726,74.235661,AC,150,1,15.48,40.0,Busy,,,True,False,False,4.3,215,Pune,SYNTHETIC_ADDED
EV1097,Ichalkaranji EV Charging Station 1097,Tata Power,Maharashtra,Ichalkaranji,"Sector 1, Ichalkaranji",16.664304,74.47946,DC Fast,15,3,16.29,14.0,Available,,,False,False,False,4.5,160,Pune,SYNTHETIC_ADDED
EV1098,Gadhinglaj EV Charging Station 1098,Jio-bp,Maharashtra,Gadhinglaj,"Market Yard 28, Gadhinglaj",16.227365,74.369204,Type 2,150,5,14.83,3.0,Available,,,False,True,True,4.5,244,Pune,SYNTHETIC_ADDED
EV1099,Kagal EV Charging Station 1099,Jio-bp,Maharashtra,Kagal,"Station Rd 4, Kagal",16.554211,74.288876,AC,120,2,20.05,32.0,Busy,,,True,False,False,3.5,3,Pune,SYNTHETIC_ADDED
EV1100,Solapur EV Charging Station 1100,ChargeZone,Maharashtra,Solapur,"Highway Rd 19, Solapur",17.664304,75.911463,CHAdeMO,7,3,11.34,29.0,Available,,,False,False,False,3.9,18,Pune,SYNTHETIC_ADDED
EV1101,Pandharpur EV Charging Station 1101,Zeon Charging,Maharashtra,Pandharpur,"Station Rd 17, Pandharpur",17.68625,75.354371,AC,90,6,17.39,10.0,Maintenance,,,False,True,False,4.1,238,Pune,SYNTHETIC_ADDED
EV1102,Barshi EV Charging Station 1102,MSEDCL Public Charging,Maharashtra,Barshi,"Market Yard 28, Barshi",18.24221,75.654326,DC Fast,15,1,21.5,6.0,Busy,,,True,False,False,3.1,239,Pune,SYNTHETIC_ADDED
EV1103,Akkalkot EV Charging Station 1103,Ather Grid,Maharashtra,Akkalkot,"Station Rd 25, Akkalkot",17.523787,76.2025,AC,90,6,8.95,12.0,Available,,,True,True,False,4.5,181,Pune,SYNTHETIC_ADDED
EV1104,Nashik EV Charging Station 1104,ChargeZone,Maharashtra,Nashik,"Highway Rd 22, Nashik",20.007879,73.808021,Type 2,90,3,12.85,24.0,Busy,,,False,True,True,4.8,201,Nashik,SYNTHETIC_ADDED
EV1105,Ozar EV Charging Station 1105,Zeon Charging,Maharashtra,Ozar,"MIDC Area 30, Ozar",20.145035,73.94157,DC Fast,7,8,16.24,37.0,Busy,,,False,False,False,4.5,202,Nashik,SYNTHETIC_ADDED
EV1106,Igatpuri EV Charging Station 1106,Kazam,Maharashtra,Igatpuri,"Market Yard 28, Igatpuri",19.686438,73.565116,DC Fast,15,5,15.18,4.0,Available,,,True,True,False,4.1,9,Nashik,SYNTHETIC_ADDED
EV1107,Sinnar EV Charging Station 1107,Ather Grid,Maharashtra,Sinnar,"Sector 13, Sinnar",19.850557,74.007515,Type 2,150,2,14.32,24.0,Maintenance,,,True,False,True,3.9,90,Nashik,SYNTHETIC_ADDED
EV1108,Malegaon EV Charging Station 1108,Jio-bp,Maharashtra,Malegaon,"MIDC Area 16, Malegaon",20.5716,74.510822,AC,90,1,21.43,22.0,Available,,,False,False,False,3.8,16,Nashik,SYNTHETIC_ADDED
EV1109,Manmad EV Charging Station 1109,Statiq,Maharashtra,Manmad,"Station Rd 13, Manmad",20.255892,74.450752,CHAdeMO,150,6,15.74,14.0,Maintenance,,,False,True,False,4.4,175,Nashik,SYNTHETIC_ADDED
EV1110,Dhule EV Charging Station 1110,Statiq,Maharashtra,Dhule,"Station Rd 15, Dhule",20.902961,74.74507,Type 2,60,8,15.28,7.0,Maintenance,,,True,True,False,4.0,44,Nashik,SYNTHETIC_ADDED
EV1111,Shirpur EV Charging Station 1111,Ather Grid,Maharashtra,Shirpur,"Market Yard 13, Shirpur",21.362632,74.896159,CCS2,30,6,10.18,27.0,Available,,,False,False,False,3.3,24,Nashik,SYNTHETIC_ADDED
EV1112,Nandurbar EV Charging Station 1112,Magenta ChargeGrid,Maharashtra,Nandurbar,"Station Rd 29, Nandurbar",21.372782,74.274523,Type 2,60,2,21.4,27.0,Available,,,False,True,False,4.5,192,Nashik,SYNTHETIC_ADDED
EV1113,Shahada EV Charging Station 1113,Tata Power,Maharashtra,Shahada,"Highway Rd 4, Shahada",21.542235,74.454322,CCS2,60,2,9.95,31.0,Available,,,False,False,False,4.7,117,Nashik,SYNTHETIC_ADDED
EV1114,Jalgaon EV Charging Station 1114,Statiq,Maharashtra,Jalgaon,"Market Yard 3, Jalgaon",21.018447,75.548121,CHAdeMO,30,1,8.87,7.0,Maintenance,,,True,False,True,4.5,205,Nashik,SYNTHETIC_ADDED
EV1115,Bhusawal EV Charging Station 1115,Zeon Charging,Maharashtra,Bhusawal,"MIDC Area 7, Bhusawal",21.05162,75.785784,AC,60,8,10.57,4.0,Busy,,,False,True,False,4.4,208,Nashik,SYNTHETIC_ADDED
EV1116,Chalisgaon EV Charging Station 1116,Magenta ChargeGrid,Maharashtra,Chalisgaon,"Highway Rd 28, Chalisgaon",20.455584,74.987998,CHAdeMO,22,2,19.97,13.0,Available,,,False,True,False,3.8,153,Nashik,SYNTHETIC_ADDED
EV1117,Amalner EV Charging Station 1117,Ather Grid,Maharashtra,Amalner,"MIDC Area 1, Amalner",21.044834,75.022218,AC,15,6,21.23,30.0,Busy,,,False,False,True,4.0,14,Nashik,SYNTHETIC_ADDED
EV1118,Ahmednagar EV Charging Station 1118,Kazam,Maharashtra,Ahmednagar,"Highway Rd 21, Ahmednagar",19.06747,74.767073,Type 2,60,8,18.18,14.0,Maintenance,,,True,True,True,3.2,5,Nashik,SYNTHETIC_ADDED
EV1119,Shirdi EV Charging Station 1119,Tata Power,Maharashtra,Shirdi,"Highway Rd 30, Shirdi",19.739977,74.450249,CCS2,30,3,19.54,24.0,Maintenance,,,False,True,True,3.6,89,Nashik,SYNTHETIC_ADDED
EV1120,Sangamner EV Charging Station 1120,Kazam,Maharashtra,Sangamner,"Market Yard 25, Sangamner",19.580301,74.234058,CHAdeMO,90,2,14.6,37.0,Maintenance,,,False,False,True,3.4,96,Nashik,SYNTHETIC_ADDED
EV1121,Kopargaon EV Charging Station 1121,MSEDCL Public Charging,Maharashtra,Kopargaon,"Sector 8, Kopargaon",19.855035,74.472747,CHAdeMO,7,8,12.09,19.0,Busy,,,False,False,True,4.0,76,Nashik,SYNTHETIC_ADDED
EV1122,Shrirampur EV Charging Station 1122,Kazam,Maharashtra,Shrirampur,"Station Rd 19, Shrirampur",19.604545,74.668758,CHAdeMO,60,2,19.36,27.0,Maintenance,,,False,False,True,3.7,205,Nashik,SYNTHETIC_ADDED
EV1123,Chhatrapati Sambhajinagar EV Charging Station 1123,MSEDCL Public Charging,Maharashtra,Chhatrapati Sambhajinagar,"MIDC Area 21, Chhatrapati Sambhajinagar",19.897784,75.338464,CCS2,90,3,15.72,37.0,Maintenance,Nashik-Aurangabad,2,True,False,False,4.5,179,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
EV1124,Paithan EV Charging Station 1124,Jio-bp,Maharashtra,Paithan,"Sector 22, Paithan",19.46457,75.409579,Type 2,15,6,15.41,40.0,Maintenance,,,True,False,False,4.4,39,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
EV1125,Vaijapur EV Charging Station 1125,Zeon Charging,Maharashtra,Vaijapur,"Market Yard 30, Vaijapur",19.942305,74.742755,CCS2,22,5,14.86,29.0,Busy,,,True,True,False,4.9,82,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
